,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,employer_provided,min_salary,max_salary,avg_salary,company_txt,age,python_yn,SQL_yn,R_yn,excel_yn,aws_yn,job_simp_col,seniority,desc_len
40,Data Scientist,Employer Provided Salary:₹10L - ₹20L,"Designation - Data Scientist
Job Description:
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modeling
Present information using data visualization techniques

Show More
Report",4.3,"Sigma Solve Inc.
4.3",Ahmedabad,-1,-1,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,1,10.0,20.0,15.0,Sigma Solve Inc.,-1,0,0,0,0,0,data scientist,na,427
41,Data Scientist,₹3L - ₹7L (Glassdoor Est.),"Responsibilities
Industry knowledge- Knows basic principles of industry lexicon, competitor landscape, sub-verticals and related best practices in order to provide suggestions for specific functional processes. Basic understanding of industry standards to document current customer compliance and gaps. Functional/Process knowledge- Shows the basic understanding of processes in relevant functional areas (such as Telecom – Fulfillment, Assurance, Workforce Management, Billing etc.) in order to Document or guide documentation of simple as-is customer processes Appreciate the context of customer requirements from specific engagements Ability to suggest Analytics algorithms to use based on business situation mindful of fundamental assumptions in the algorithms; OR Work with other data scientists as a team to understand algorithms suggested and provide QA in algorithm choice from a business perspective Align our deliverables to customer requirements, provide business acumen to avoid apparently bookish or theoretical output Ability to converse with customers on rationale for an approach taken, pros and cons, etc. Responsible for successful delivery of Advanced Analytics solutions and services in client consulting environments; experience in optimization (linear, mixed integer, constraint programming), simulation, and/or predictive analytics using AAO tools, such as SAS or SPSS and other Tools R and Python. Define key business problems to be solved; formulate mathematical approaches and gather data to solve those problems, develop, analyze/draw conclusions and present to client. Assist clients in identifying type of analytics and management data that will directly relate to improving clients' market share or any other measure client is addressing. Identify the differentiators, map them to present-day environment, and then design an improvement plan. Discover new opportunities to optimize the business through analytics and statistical modeling. Oversee all aspects of analytics and business intelligence projects if necessary.
Additional Responsibilities:
Analytical ability- Looks at data from multiple sources and integrates data/inputs in a manner to build cause effect linkages to arrive at key issues. Uses understanding of the problem to arrive at multiple solution alternatives keeping in mind the various stakeholders and assess the pros and cons of all the alternatives to arrive at the optimal solution Business acumen- Understands the linkages of metrics and end objectives to key business drivers and aligns team efforts to deliver on it. Demonstrates basic understanding of business financial parameters and is aware of business value impact of activities and decisions taken by him/her and team. High Impact Communication- Assesses the target audience need, prepares and practices a logical flow, answers audience questions appropriately and sticks to timeline.
Technical and Professional Requirements:
Domain / Technical /Tools / Platform / FrameWorks - Knowledge: Preferred Proficiency with statistical analysis tools (e.g., SAS, SPSS, R & Python) Hands on experience in Statistical Techniques & Deep Learning such as Decision Tree, Segmentation, Logistic and Multiple Regression, and others Experience of Forecasting, Campaign Management and Customer Segmentation is desirable Strong Excel, Access and PowerPoint skills Familiarity with database query tools (SQL) Basic understanding of data warehouse architecture Understanding of various Analytical Tools, Platform & Frameworks.
Preferred Skills:
Analytics->Data Science
Educational Requirements
Bachelor of Engineering
Show More
Report",3.9,"Infosys Limited
3.9",Bangalore,-1,-1,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),-1,0,3.0,7.0,5.0,Infosys Limited,42,1,0,0,1,0,data scientist,na,3629
42,Machine Learning Engineer,Employer Provided Salary:₹0.26L - ₹0.61L,"Responsibilities
Study and transform data science prototypes
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results
Train and retrain systems when necessary

Show More
Report",3.7,"High Technologies Solutions
3.7",Kālkāji Devi,-1,-1,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,1,0.26,0.61,0.435,High Technologies Solutions,-1,0,0,0,0,0,mle,na,441
43,Data scientist - Lead,₹4L - ₹7L (Glassdoor Est.),"Roles and responsibilities:
1. Data processing, cleaning and validating the integrity of data to be used for analytics

2. Data extraction using valuable data sources

3. Perform initial investigation and exploratory data analysis

4. Analyzing large amount of data to find patterns and solution

5. Build predictive machine learning models using alogorithms like regression, tree based, boosting etc

6. Develop econometric and statistical models for various problems including projections, classification, clustering, pattern analysis, sampling, simulations, and so forth.

7. Propose solutions and strategies to tackle complex business problems
Show More
Report",4.4,"ICICI Prudential Life
4.4",Mumbai,-1,-1,2001,Private Practice / Firm,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,4.0,7.0,5.5,ICICI Prudential Life,22,0,0,0,0,0,data scientist,senior,664
44,Data Scientist,₹4L - ₹8L (Glassdoor Est.),"About the Role
Incident management & Change management of around 400 NMS/EMS instances.
Major upgrades & Bug fixing of 400 NMS/EMS instances.
Will be responsible for handling new OSS implementation as well as resolving NBI issues.
Ensuring guidelines for the user administration on 400 EMS/NMS instances.
Will be responsible for the proactive health checkup of all NMS/EMS instances.

Show More
Report",4.2,"Airtel India
4.2",Gurgaon,-1,-1,-1,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1,0,4.0,8.0,6.0,Airtel India,-1,0,0,0,0,0,data scientist,na,401
45,Data Science Intern,Employer Provided Salary:₹0.15L,"Please note its NOT work from home
We are looking data science intern .
There will be 2 onsite writtem test
Job Type: Full-time
Salary: Up to ₹15,000.00 per month
Schedule:
Day shift
Evening shift

Show More
Report",-1.0,Domains Analytics,Chandigarh,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,0.15,0.15,Domains Analytics,-1,0,0,0,0,0,na,na,214
46,Machine Learning Engineer,Employer Provided Salary:₹7L - ₹15L,"We are looking for a passionate Machine Learning Engineer who will be responsible for adding machine learning based analytics features to our scalable SaaS products.
Job Details:
Job Title: Machine Learning Engineer
Experience Required: 2-6 years
Location: Baner, Pune / [Fully Remote]
Qualification: Bachelor’s degree in Computer Science, Engineering or related discipline
Show More
Report",-1.0,Finarkein Analytics Pvt. Ltd.,Pune,-1,-1,-1,-1,-1,-1,-1,-1,1,7.0,15.0,11.0,Finarkein Analytics Pvt. Ltd.,-1,0,0,0,0,0,mle,na,390
47,Data Science,Employer Provided Salary:₹4L,"Job Description: DATA SCIENTIST

Selecting features, building and optimizing classifiers using machine learning techniques

Data mining using state-of-the-art methods

Extending company’s data with third party sources of information when needed

Processing, cleansing, and verifying the integrity of data used for analysis






Show More
Report",4.5,"Globussoft Technologies
4.5",Bangalore,-1,-1,2009,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),-1,1,4.0,4.0,4.0,Globussoft Technologies,14,0,0,0,0,0,na,na,345
48,Data Science Specialist,₹7L - ₹9L (Glassdoor Est.),"Location: Gurugram/Remote
Job ID: DS1002
Job Type: Full time
Experience: 2-4 years
Why would you like to join us?
TransOrg Analytics, an award winning – Big Data and Predictive analytics- company, offers advanced analytics solutions to industry leaders and Fortune 500 companies across India, US, UK, Singapore and the Middle East. Our products – Clonizo’ (customer cloning) have yielded significant incremental benefits to our clients. We have been recognized by the CIO Review magazine as the – Predictive Analytics Company of the Year- and by TiE for excellence in entrepreneurship.
Show More
Report",2.8,"Transorg Analytics
2.8",Gurgaon,-1,-1,-1,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-1,0,7.0,9.0,8.0,Transorg Analytics,-1,0,0,0,1,0,na,na,602
49,Python - Data Science Analyst,Employer Provided Salary:₹3L - ₹7L,"Knowledge of design principles and fundamentals of architecture
Understanding of performance engineering
Knowledge of quality processes and estimation techniques
Basic understanding of project domain
Ability to translate functional / nonfunctional requirements to systems requirements
Ability to design and code complex programs
Ability to write test cases and scenarios based on the specifications
Good understanding of SDLC and agile methodologies
Awareness of latest technologies and trends
3.00-8.00 Years
Show More
Report",3.5,"Mackenzie Mordern It Solutions Private Limited
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,3.0,7.0,5.0,Mackenzie Mordern It Solutions Private Limited,6,0,0,0,0,0,analyst,na,526
50,"Jr.Data Scientist, Rider Analytics",Employer Provided Salary:₹9L - ₹16L,"Anicalls

Industry: IT
Total Positions: 4
Job Type: Full Time/Permanent
Gender: No Preference
Salary: 900000 INR - 1600000 INR (Annually)
Education: Bachelor′s degree
Experience: 8-10 Years
Location: Hyderabad, India
. Minimum 5 years of experience in a quantitative analysis role with emphasis on statistics
. Advanced Knowledge of experimentation and statistical methods
. Ability to deliver on tight timelines and move quickly while maintaining attention to detail
. Self-motivated with the ability to work in a self-guided manner.
. Excellent SQL skills and the ability to use tools such as Python or R to work efficiently at scale with large data sets

8.00-10.00 Years
Show More
Report",3.5,"ANI Calls India Private Limited
3.5",Hyderābād,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,9.0,16.0,12.5,ANI Calls India Private Limited,6,1,0,0,1,0,data scientist,jr,691
